StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,year,month
TELANGANA,SURYAPET,NAGARAM,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Sowing Time and Weather,Farmer asked query on Weather,మీ ప్రాంతములో ఎండా మబ్బుల వాతావరణము ఉంటుంది.జల్లులు పడే అవకాశము ఉంది.,2025-06-02T13:37:15.85,2025,6
TELANGANA,SURYAPET,NAGARAM,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Cultural Practices,Farmer asked query on Weather,మీ ప్రాంతములో  వాతావరణం ఎండా మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం కలదు. ,2025-06-03T13:29:40.467,2025,6
TELANGANA,SURYAPET,NAGARAM,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Sowing Time and Weather,Farmer asked query on Weather,"CLOUDY WEATHER, THERE IS A CHANCE OF  SHOWERS IN YOUR AREA  
మీ ప్రాంతంలో వాతావరణం మబ్బులుగా ఉంటుంది.  తుంపర్లు పడే అవకాశం ఉంది.  

",2025-06-04T06:38:53.843,2025,6
TELANGANA,SURYAPET,KODAD,NA,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,FINE VARIETIES OF PADDY?,"Kunaram Rice-1 (KNM 733),    KNM1638,WGL 697,RNR-15048,JGL-21078,WGL-347,RNR-2458.",2025-06-05T13:41:15.487,2025,6
TELANGANA,SURYAPET,NAGARAM,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Sowing Time and Weather,Farmer asked query on Weather,"CLOUDY WEATHER, THERE IS A CHANCE OF  SHOWERS IN YOUR AREA  
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది.

",2025-06-08T07:24:22.917,2025,6
TELANGANA,SURYAPET,NAGARAM,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Sowing Time and Weather,Farmer asked query on Weather,"There is a chance of clowdy wether with no chance of rainfall in your area
మీ ప్రాంతంలో వర్షం కురిసే అవకాశం లేకుండా మేఘావృతమైన వాతావరణం ఉండే అవకాశం ఉంది.
",2025-06-08T08:03:21.25,2025,6
TELANGANA,SURYAPET,NAGARAM,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Cultural Practices,Weather report for sowing of cotton,"There is a chance of moderate to heavy rains in your area
మీ ప్రాంతంలో మోస్తరు నుండి భారీ వర్షాలు కురిసే అవకాశం ఉంది.
",2025-06-09T18:09:17.48,2025,6
TELANGANA,SURYAPET,THUNGATHURTHI,NA,AGRICULTURE,Others,Others,Government Schemes,TEST CALL,TEST CALL,2025-06-09T19:35:26.48,2025,6
TELANGANA,SURYAPET,NAGARAM,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Sowing Time and Weather,Farmer asked query on Weather,"CLOUDY WEATHER, THERE IS A CHANCE OF  SHOWERS IN YOUR AREA  
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది.
",2025-06-10T06:36:48.367,2025,6
TELANGANA,SURYAPET,NAGARAM,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Cultural Practices,Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు నుంచి  మోస్తరు వర్షాలు కురిసే అవకాశం ఉంది
",2025-06-11T06:03:18.317,2025,6
TELANGANA,SURYAPET,MOTHEY,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Weather,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం ఉంది.,2025-06-11T09:49:27.583,2025,6
TELANGANA,SURYAPET,PENPAHAD,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Water Management	,Farmer asked query on Weather," మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం ఉంది

",2025-06-11T20:11:17.633,2025,6
TELANGANA,SURYAPET,THUNGATHURTHI,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Water Management	,Farmer asked query on Weather,"
CLOUDY WEATHER, THERE IS A CHANCE OF  SHOWERS IN YOUR AREA  
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం ఉంది.",2025-06-12T15:12:30.283,2025,6
TELANGANA,SURYAPET,NAGARAM,NA,AGRICULTURE,Others,Others,Government Schemes,NO RESPONSE FROM THE FARMER CALL HAS DISCONNECTED BY FARMER,RECOMMENDED TO CALL BACK AFTER SOMETIME ,2025-06-13T06:12:42.39,2025,6
TELANGANA,SURYAPET,NAGARAM,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Weed Management,QUERY ON WEED MANAGEMENT IN COTTON,"RECOMMENDED TO SPRAY PROPAQUIZAFOP (AZIL) 250 ML/200 LITRES OF WATER /ACRE
ప్రోపక్విజఫాప్ (అజిల్) 250 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 

OR

RECOMMENDED TO SPRAY PYRITHIOBAC SODIUM (HEET WEED/THEAM) 250 ML / 200 LITRES OF WATER PER ACRE 
పైరిథయోబాక్ సోడియం (హిట్ వీడ్ , థీమ్ ) 250 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 

OR

 RECOMMENDED TO SPRAY QUIZALOFOP-P-ETHYL (DHANUKA -TARGA SUPER) 400 ML / 200 LT OF WATER 
క్విజలోఫాప్-పి -ఇథైల్ (టర్గా సూపర్) 400  మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి",2025-06-13T07:14:26.477,2025,6
TELANGANA,SURYAPET,MADDIRALA,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Water Management	,Farmer asked query on Weather,"CLOUDY WEATHER, THERE IS A CHANCE OF  SHOWERS IN YOUR AREA  

 
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం ఉంది.

",2025-06-14T11:16:20.863,2025,6
TELANGANA,SURYAPET,MADDIRALA,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Water Management	,Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది.
",2025-06-15T07:36:12.29,2025,6
TELANGANA,SURYAPET,NAGARAM,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Weed Management,farmer asked weed management in cotton post emergence ,ప్రోపక్విజఫాప్(అజిల్ ) 250 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి ,2025-06-16T18:20:37.123,2025,6
TELANGANA,SURYAPET,NAGARAM,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,Farmer asked query on Weather,"CLOUDY WEATHER, THERE IS A CHANCE OF  SHOWERS IN YOUR AREA  
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది.
",2025-06-17T17:19:07.587,2025,6
TELANGANA,SURYAPET,THUNGATHURTHI,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Water Management	,Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం కలదు. 
",2025-06-17T18:08:42.13,2025,6
TELANGANA,SURYAPET,NADIGUDEM,NA,AGRICULTURE,Others,Others,Government Schemes,"FARMER ASKED QUERY ON PM KISAN SCHEME NEW REGISTRATION INFORMATION
","దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి
Suryapet		AO(Technical)	7288877920",2025-06-17T18:52:55.273,2025,6
TELANGANA,SURYAPET,THUNGATHURTHI,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Water Management	,Farmer asked query on Weather,"మీ ప్రాంతంలో వాతావరణం ఎండ ,మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది. 
",2025-06-18T10:43:48.503,2025,6
TELANGANA,SURYAPET,THUNGATHURTHI,NA,AGRICULTURE,Cereals,Paddy (Dhan),Sowing Time and Weather,Farmer asked query on Weather,"మీ ప్రాంతంలో వాతావరణం ఎండ ,మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది. 
",2025-06-18T11:05:34.297,2025,6
TELANGANA,SURYAPET,MADDIRALA,NA,AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),	Water Management	,Farmer asked query on Weather,"మీ ప్రాంతం లో ఈ రోజు వాతావరణం మబ్బులుగా ఉంటుంది, జల్లులు  పడే అవకాశం ఉంది.",2025-06-19T14:49:30.19,2025,6
TELANGANA,SURYAPET,MOTHEY,NA,AGRICULTURE,Cereals,Paddy (Dhan),Government Schemes,Details about Farmer ID Registration,"--PLEASE CONTACT YOUR MANDAL AGRICULTURAL OFFICER FOR DETAILS ABOUT THE SCHEME
పథకం గురించిన వివరాల కోసం దయచేసి మీ మండల వ్యవసాయ అధికారిని సంప్రదించండి
8977755743",2025-06-19T17:25:01.22,2025,6
TELANGANA,SURYAPET,NAGARAM,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Weed Management,Farmer asked query on Weather,"సర్/మేడమ్, నాగరం, సూర్యాపెట్, తెలంగాణకు సగటు వాతావరణ సూచన: వర్షపాతం 1.0 మిమీ, గరిష్ట ఉష్ణోగ్రత 39.4 ° C, కనిష్ట ఉష్ణోగ్రత 32.0 ° C, గాలి వేగం 23.2 కిమీ/గం, మరియు క్లౌడ్ కవర్ ఎక్కువగా మేఘావృతం.",2025-06-20T07:10:30.247,2025,6
TELANGANA,SURYAPET,NAGARAM,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED QUERY ON RAITHU BAROSA ISSUE ,FOR MORE DETAILS CONTACT YOUR MAO,2025-06-20T11:22:02.37,2025,6
TELANGANA,SURYAPET,NADIGUDEM,NA,AGRICULTURE,Cereals,Paddy (Dhan),Sowing Time and Weather,PADDY NURSERY SOWING TIME; -,PADDY NURSERY SOWING TIME; - JUNE - 20 - JULY -15,2025-06-20T15:41:09.88,2025,6
TELANGANA,SURYAPET,NAGARAM,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Water Management	,Farmer asked query on Weather,"CLOUDY WEATHER, THERE IS A CHANCE OF SHOWERS IN YOUR AREA 

మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది.

",2025-06-21T17:02:26.403,2025,6
TELANGANA,SURYAPET,ATHMAKUR-S,NA,AGRICULTURE,Cereals,Paddy (Dhan),Sowing Time and Weather,Farmer asked query on Weather,"
WEATHER REPORT:
మీ ప్రాంతములో వాతావరణం  ఎండ,మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది.
",2025-06-23T12:20:53.237,2025,6
TELANGANA,SURYAPET,NAGARAM,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Weather,Farmer asked query on Weather,"CLOUDY WEATHER, THERE IS A CHANCE OF  SHOWERS IN YOUR AREA  
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం ఉంది.",2025-06-24T08:19:53.59,2025,6
TELANGANA,SURYAPET,THUNGATHURTHI,NA,HORTICULTURE,Vegetables,Brinjal,"Water Management, Micro Irrigation",Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం కలదు. 
",2025-06-24T17:24:31.797,2025,6
TELANGANA,SURYAPET,NAGARAM,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Water Management	,Farmer asked query on Weather,"CLOUDY WEATHER, THERE IS A CHANCE OF  SHOWERS IN YOUR AREA  
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది.
",2025-06-25T06:49:12.31,2025,6
TELANGANA,SURYAPET,NAGARAM,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Water Management	,Farmer asked query on Weather,"మీ ప్రాంతం లో ఈ రోజు వాతావరణం ఎండ,మబ్బులుగా ఉంటుంది జల్లులు  పడే అవకాశం ఉంది.

",2025-06-27T16:55:18.547,2025,6
TELANGANA,SURYAPET,CHIVVEMLA,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Field Preparation	,Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం కలదు. 
",2025-06-29T21:03:04.843,2025,6
TELANGANA,SURYAPET,THIRUMALAGIRI,NA,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,paddy varieties,"knm-1638, knm-733, rnr-21278, rnr-15048",2025-06-30T09:42:10.953,2025,6
TELANGANA,SURYAPET,SURYAPET,NA,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,FARMER ASKED QUERY ON SALINE AND ALKALINE TOLERANT VARIETIES OF PADDY ," PLEASE CONTACT KAMPASAGAR KVK 
Mobile No.: 8333818260
rice varieties tolerant to both salinity and alkalinity-CT118911, Sahel177, M202, and KPS10654

దయచేసి కంపాసాగర్ కెవికె ని సంప్రదించండి 
మొబైల్ నంబర్: 8333818260
లవణీయత మరియు క్షారత రెండింటినీ తట్టుకునే వరి రకాలు - CT118911, Sahel177, M202, మరియు KPS10654",2025-06-30T12:42:43.987,2025,6
TELANGANA,RANGAREDDY,RAJENDRANAGAR,NA,AGRICULTURE,Others,Others,Government Schemes, TELANGANA SECONDARY DID TEST CALL BY SHAHEDA SUPERVISOR , TELANGANA  SECONDARY DID  TEST CALL BY SHAHEDA SUPERVISOR ,2025-06-01T06:09:42.71,2025,6
TELANGANA,RANGAREDDY,MANCHAL,NA,AGRICULTURE,Others,Others,Government Schemes,farmer id registration failed reason ,--recommended to visit MAO OR AEO ,2025-06-01T14:01:43.387,2025,6
TELANGANA,RANGAREDDY,RAJENDRANAGAR,NA,AGRICULTURE,Others,Others,Government Schemes,TELANGANA STATE SECONDARY DID NUMBER WORKING STATUS TEST CALL BY SUPERVISOR SHAHEDA MADAM,TELANGANA STATE SECONDARY DID NUMBER WORKING STATUS TEST CALL BY SUPERVISOR SHAHEDA MADAM,2025-06-02T06:06:12.48,2025,6
TELANGANA,RANGAREDDY,SHANKARPALLY,NA,HORTICULTURE,Vegetables,Tomato,	Plant Protection	,LEAF SPOT MANAGEMENT IN TOMATO?,"కార్బెండజిమ్ + మాంకోజెబ్ (సాఫ్)  400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి.
",2025-06-02T13:31:22.427,2025,6
TELANGANA,RANGAREDDY,RAJENDRANAGAR,NA,AGRICULTURE,Others,Others,Government Schemes,TELANGANA STATE SECONDARY  DID NUMBER WORKING STATUS TEST CALL BY SAHEDA MADAM SUPERVISOR,TELANGANA STATE SECONDARY  DID NUMBER WORKING STATUS TEST CALL BY SAHEDA MADAM SUPERVISOR,2025-06-03T06:11:33.99,2025,6
TELANGANA,RANGAREDDY,MAHESWARAM,NA,AGRICULTURE,Cereals,Paddy (Dhan),Sowing Time and Weather,Farmer asked query on Weather,"CLOUDY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం లేదు.
",2025-06-04T14:54:25.987,2025,6
TELANGANA,RANGAREDDY,RAJENDRANAGAR,NA,AGRICULTURE,Others,Others,Government Schemes, TELANGANA PRIMARY DID TEST CALL ,TELANGANA PRIMARY DID TEST CALL ,2025-06-05T06:17:24.51,2025,6
TELANGANA,RANGAREDDY,RAJENDRANAGAR,NA,AGRICULTURE,Others,Others,Government Schemes,test call  by supervisor Shaheda madam to resolve the mic issue ,test call  by supervisor Shaheda madam to resolve the mic issue ,2025-06-05T14:01:42.357,2025,6
TELANGANA,RANGAREDDY,SHANKARPALLY,NA,HORTICULTURE,Vegetables,Leafy Vegetable,Cultural Practices,Farmer asked query on Weather,"మీ ప్రాంతంలో వాతావరణం ఎండగా ,మబ్బులుగా ఉంటుంది వర్షం  పడే అవకాశం లేదు ",2025-06-07T11:58:21.173,2025,6
TELANGANA,RANGAREDDY,KONDURG,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Sowing Time and Weather,Farmer asked query on Weather,"WEATHER REPORT
CLOUDY WEATHER, THERE IS A CHANCE OF  SHOWERS IN YOUR AREA  
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది.
",2025-06-07T13:01:56.32,2025,6
TELANGANA,RANGAREDDY,KANDUKUR,NA,AGRICULTURE,Others,Others,Seeds,QUERY ON SEED MATERIAL AVAILABILITY FOR LAWN MAKING,"Floricultural Research Station, Rajendranagar, Hyderabad.
Dr P Prashanth
Principal Scientist (Hort.) & Head
9666303757",2025-06-08T06:31:36.897,2025,6
TELANGANA,RANGAREDDY,KONDURG,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Sowing Time and Weather,Farmer asked query on Weather,"There is a chance of light rains in your area
మీ ప్రాంతంలో తేలికపాటి వర్షాలు పడే అవకాశం ఉంది
",2025-06-08T07:05:10.05,2025,6
TELANGANA,RANGAREDDY,RAJENDRANAGAR,NA,AGRICULTURE,Others,Others,Government Schemes,"TELANGANA STATE PRIMARY DID NUMBER WORKING STATUS TEST CALL BY SAHEDA MADAM SUPERVISOR

","TELANGANA STATE PRIMARY DID NUMBER WORKING STATUS TEST CALL BY SAHEDA MADAM SUPERVISOR

",2025-06-10T06:03:45.85,2025,6
TELANGANA,RANGAREDDY,RAJENDRANAGAR,NA,AGRICULTURE,Others,Others,Government Schemes,Farmer asked query on Weather,Test call from Andhra Pradesh Supervisor Saheda Madam.,2025-06-10T06:06:14.333,2025,6
TELANGANA,RANGAREDDY,KADTHAL,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Cultural Practices,QUERY ON YIELD IN COTTON,"YIELD - SHIVANANDINI 8-10 QNT PER ACRE
              ORUGALLU KRISHNA - 12-15 QT PER ACRE
               SRI RAMA - 10 - 12 QNT PER ACRE
               NARSIMHA  10 - 12 QNT PER ACRE
",2025-06-11T07:21:48.733,2025,6
TELANGANA,RANGAREDDY,KADTHAL,NA,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,QUERY ON FINE SEED PADDY VARIETIES,"సన్న గింజ రకాలు - కునారం రైస్(కె.ఎన్.యం 733), తెలంగాణ వరి - 2 (డబ్ల్యూజియల్ 697) తెలంగాణ వరి - 3 (జె.జి.ఎల్ 21078), తెలంగాణ సోన(ఆర్.ఎన్.ఆర్ 15048), జగిత్యాల సన్నాలు (జె.జి.ఎల్ 1798),  జగిత్యాల సాంబ (జె.జి.ఎల్ 3844), అంజన (జె.జి.ఎల్ 11118),నెల్లూరి మషూరి (ఎన్.ఎల్.ఆర్ 34449),  సాంబ మషూరి, కృష్ణ (ఆర్ఎన్ఆర్ 2458), ప్రాణహిత (జెజియల్ 11727), వరంగల్ సన్నాలు(డబ్ల్యూజియల్ 32100)",2025-06-11T07:23:52.287,2025,6
TELANGANA,RANGAREDDY,KADTHAL,NA,AGRICULTURE,Cereals,Paddy (Dhan),Cultural Practices,QUERY ON SUITABLE SOILS FOR PADDY,"వరి నేలలు: సమస్యాత్మకత నేలలు (చౌడు/క్షారము/ఆమ్లము) తప్ప సాధారణంగా వరి సాగుకు అన్ని నేలలు అనుకూలం. నీటి ముంపుకు గురయ్యే భూములు సాగుకు అనుకూలం కాదు. నీరు అధికంగా అవసరమయ్యే చౌక, దుబ్బ నేలల్లో వేరే పంటలు వేసుకోవడం మంచిది.",2025-06-11T07:31:28.467,2025,6
TELANGANA,RANGAREDDY,KONDURG,NA,AGRICULTURE,Others,Others,Government Schemes,ABANDONDED OUTCALL FROM KISAN CALL CENTRE,"ప్రియమైన రైతు మీరు కిసాన్ కాల్ సెంటర్ కి కాల్ చెయ్యటం గమనించటం జరిగింది.అందుకే మీకు  తిరిగి కాల్ చెయ్యటం జరిగింది.మీకు ఏమైన సమస్య ఉంటే 1800-180-1551 కిసాన్ కాల్ సెంటర్‌కి కాల్ చేయండి

",2025-06-11T13:29:57.837,2025,6
TELANGANA,RANGAREDDY,RAJENDRANAGAR,NA,AGRICULTURE,Others,Others,Training and Exposure Visits,TELANGANA PRIMARY DID NUMBER WORKING STATUS TEST CALL BY SAHEDA MADAM...SUPERVISOR.,TELANGANA PRIMARY DID NUMBER WORKING STATUS TEST CALL BY SAHEDA MADAM...SUPERVISOR.,2025-06-16T06:29:00.34,2025,6
TELANGANA,RANGAREDDY,RAJENDRANAGAR,NA,AGRICULTURE,Others,Others,Government Schemes,TEST CALL,TEST CALL,2025-06-16T06:30:51.823,2025,6
TELANGANA,RANGAREDDY,CHEVELLA,NA,HORTICULTURE,Flowers,Lilliums,	Plant Protection	,Farmer asked query about sucking pest management in lillium.,"RECOMMENDED TO SPRAY DIMETHOATE (ROGER) 400 ML /200 LITRES OF WATER /ACRE 
డైమిథోయేట్ (రోగర్) 400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి  కలిపి ఒక ఎకరాకు పిచికారి చేయాలి",2025-06-16T13:15:13.397,2025,6
TELANGANA,RANGAREDDY,RAJENDRANAGAR,NA,AGRICULTURE,Others,Others,Government Schemes,ANDHRA PRADESH PRIMARY DID WORKING STATUS TEST CALL BY SAHEDA MADAM(SUPERVISOR),ANDHRA PRADESH PRIMARY DID WORKING STATUS TEST CALL BY SAHEDA MADAM(SUPERVISOR),2025-06-17T06:06:08.73,2025,6
TELANGANA,RANGAREDDY,TALAKONDAPALLE,NA,AGRICULTURE,Others,Others,Government Schemes,farmer asked 20th installment details,officially date hasn't announced yet,2025-06-17T17:29:18.127,2025,6
TELANGANA,RANGAREDDY,RAJENDRANAGAR,NA,AGRICULTURE,Others,Others,Training and Exposure Visits,ANDHRA PRADESH SECONDARY DID NUMBER WORKING STATUS TEST CALL BY SAHEDA MADAM(Supervisor),ANDHRA PRADESH SECONDARY DID NUMBER WORKING STATUS TEST CALL BY SAHEDA MADAM(Supervisor),2025-06-18T06:14:39.76,2025,6
TELANGANA,RANGAREDDY,RAJENDRANAGAR,NA,AGRICULTURE,Others,Others,Government Schemes,ANDHRA PRADESH PRIMARY DID WORKING STATUS TEST CALL BY SAHEDA MADAM(SUPERVISOR),ANDHRA PRADESH PRIMARY DID WORKING STATUS TEST CALL BY SAHEDA MADAM(SUPERVISOR),2025-06-18T06:15:51.573,2025,6
TELANGANA,RANGAREDDY,KANDUKUR,NA,AGRICULTURE,Others,Others,Government Schemes,"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME BENEFICIARY STATUS
","TL120895410	DARA VINOD KUMAR
Reason of ineligiblity : Untraceable Beneficiary
Payment Status : Rft Signed by State For 13th Installment
PLEASE CONTACT YOUR MANDAL AGRICULTURAL OFFICER FOR DETAILS 
వివరాల కోసం దయచేసి మీ మండల వ్యవసాయ అధికారిని సంప్రదించండి
	KANDUKUR M.A.O:	8977753836
",2025-06-18T13:12:01.98,2025,6
TELANGANA,RANGAREDDY,KESHAMPETA,NA,AGRICULTURE,Cereals,Paddy (Dhan),Weather,Weather report,"There is a chance of light rains in your area
మీ ప్రాంతంలో తేలికపాటి వర్షాలు పడే అవకాశం ఉంది
",2025-06-18T21:22:49.66,2025,6
TELANGANA,RANGAREDDY,RAJENDRANAGAR,NA,AGRICULTURE,Others,Others,Government Schemes,ANDHRA PRADESH PRIMARY DID WORKING STATUS TEST CALL BY SAHEDA MADAM (SUPERVISOR),ANDHRA PRADESH PRIMARY DID WORKING STATUS TEST CALL BY SAHEDA MADAM (SUPERVISOR),2025-06-19T06:09:55.26,2025,6
TELANGANA,RANGAREDDY,KOTHUR,NA,AGRICULTURE,Pulses,Pigeon pea (red gram/arhar/tur),Sowing Time and Weather,FARMER ASKED QUERY ABOUT SOWING TIME OF REDGRAM,"కంది  అనుకూలమైన సమయం
ఖరీఫ్ : జూన్ 15 నుండి జూలై 15 వరకు (ఆగస్టు 15 వరకు మొక్కల సంఖ్య పెంచి దగర అచ్చులో వేసుకోవచ్చు).
విత్తే దూరం : ఖరీఫ్ లో నల్లరేగడి భూమిలో సాలుకు సాలుకు మధ్య 150 లేదా 180 సెం.మీ. ఎర్ర చల్కా భూమిలో సాలుకు మద్య 90 లేదా 120 సెం.మీ. మొక్కకు మొక్కకు మధ్య 20 సెం.మీ. ఉండేలా విత్తుకోవాలి. రబీలో నల్లరేగడి భూముల్లో సాలుకు సాలుకు మద్య 75 లేదా 90 సెం.మీ. మధ్యస్థ మరియు ఎర్ర చల్కా భూముల్లో సాలుకు సాలుకు మధ్య 45 లేదా 60 సెం.మీ. మొక్కల మధ్య 10 సెం.మీ. ఎడంతో విత్తుకోవాలి.",2025-06-19T12:38:21.043,2025,6
TELANGANA,RANGAREDDY,IBRAHIMPATNAM,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED QUERY ABOUT  RYTHU BHAROSA GENERAL INFO,"మండల వ్యవసాయ అధికారిని సంప్రదించండి.

IBRAHIMPATNAM	M.A.O: 8977753720",2025-06-19T16:15:22.617,2025,6
TELANGANA,RANGAREDDY,KESHAMPETA,NA,AGRICULTURE,Millets,Maize (Makka),	Plant Protection	,farmer asked to control stemborer eggs in maize,లాంబ్డా సైహలోత్రిన్  400-500 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి .,2025-06-19T16:46:49.913,2025,6
TELANGANA,RANGAREDDY,KONDURG,NA,AGRICULTURE,Cereals,Paddy (Dhan),Government Schemes,Information about 20th installment of PM KISAN,"PM KISAN 20th installment date was not yet announed by the Government
PM KISAN 20వ వాయిదా తేదీని ప్రభుత్వం ఇంకా ప్రకటించలేదు.",2025-06-19T18:21:54.047,2025,6
TELANGANA,RANGAREDDY,TALAKONDAPALLE,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED MAO AND DAO CONTACT DETAILS,"	TALAKONDAPALLY MAO	8977753558
         RANGAREDDY DAO	8977753329",2025-06-19T20:43:44.127,2025,6
TELANGANA,RANGAREDDY,MADGUL,NA,AGRICULTURE,Others,Others,Government Schemes,QUERY ON RYTHU BHAROSA INSTALLMENT ,RANGAREDDY - AMANGAL - MADGUL - MAO - 8977753552,2025-06-20T10:31:05.64,2025,6
TELANGANA,RANGAREDDY,IBRAHIMPATNAM,NA,AGRICULTURE,Cereals,Paddy (Dhan),Government Schemes,Information about rythu bandu,"--PLEASE CONTACT YOUR MANDAL AGRICULTURAL OFFICER FOR DETAILS ABOUT THE SCHEME
పథకం గురించిన వివరాల కోసం దయచేసి మీ మండల వ్యవసాయ అధికారిని సంప్రదించండి
",2025-06-20T16:33:36.903,2025,6
TELANGANA,RANGAREDDY,MANCHAL,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED QUERY ON FARMER ID REGISTRATION PROCSS ,"రైతు ఐడి నమోదు కోసం ఆధార్ కార్డు, పట్టాదార్ పాస్‌బుక్‌తో  మీ వ్యవసాయ విస్తరణ అధికారిని సంప్రదించమని సిఫార్సు చేయబడింది.
",2025-06-21T10:58:12.097,2025,6
